CAR_DRIVER,CAR_PASSENGER,BIKE,BUS_TRAM,TRAIN,WALK
"0.015602020164410958","0.004565050304646963","0.04504812384809938","0.24540370044334045","0.008925318276956137","0.6804557869625462"
"0.02017703446001298","0.05653878480312364","0.2583516857638335","0.4501811305097188","0.022229048971731936","0.19252231549157917"
"0.01039283395941301","0.061217024401145036","0.23333661448744825","0.36589346713347737","0.01095949814304413","0.31820056187547224"
"0.015849921801023504","0.11025789703269462","0.45033301060739855","0.2751047972678235","0.02956932046685321","0.11888505282420657"
"0.021074912326448942","0.10019663354850383","0.43075518990170986","0.25931148989159875","0.024490056568731274","0.16417171776300735"
"0.022720594394576202","0.00640878189266487","0.09658645938733641","0.13211265096204858","0.015568553357098124","0.7266029600062758"
"0.04386983036786203","0.05490741959457932","0.10753871864517647","0.3052487712006935","0.007264440801587967","0.48117081939010076"
"0.05227102014770106","0.01473687009352628","0.3372516435232885","0.07277368235630388","0.004103988992216114","0.5188627948869642"
"0.00890594550013635","0.0651058537136928","0.12518207636898152","0.33636006890634457","0.0457096488835975","0.41873640662724726"
"0.023093050666624097","0.021334365662806075","0.12746874409669842","0.4910762034753319","0.0053784897658368126","0.33164914633270276"
"0.014754135427348552","0.07032986325857178","0.45038750719884235","0.3454925604203991","0.009765154810023715","0.10927077888481453"
"0.05224930332489523","0.004367514731221681","0.1744400008509009","0.045158905741453766","0.02233215979918739","0.701452115552341"
"0.02095599772356167","0.029210746065431645","0.049892826559865544","0.09977634525272189","0.04986091387297687","0.7503031705254424"
