CAR_DRIVER,CAR_PASSENGER,BIKE,BUS_TRAM,TRAIN,WALK
"0.0381175360878573","0.46345735990163217","0.17507453384763091","0.13848978423082753","0.010510535801512575","0.1743502501305395"
"0.03973476497416651","0.46333664316127837","0.17674481226543698","0.13764957336878775","0.010383883942846565","0.1721503222874838"
"0.038163567771490166","0.46384060900026947","0.17572756669361358","0.13928186472648882","0.010475613042306656","0.17251077876583132"
"0.038925835508039394","0.46618402222409294","0.1745433117265763","0.13955720178466202","0.009950332519572355","0.170839296237057"
"0.04024496937882765","0.463254593175853","0.1724544047378693","0.13823272090988625","0.01102025708324921","0.17479305471431456"
"0.04170729247217833","0.4626298624886528","0.17646168846451266","0.13715832296674849","0.010120028241939279","0.17192280536596846"
"0.0408046557002052","0.46260974871329097","0.17721263497830256","0.138106771621758","0.01012547515726444","0.17114071382917886"
"0.03964994951194884","0.4624368899360485","0.17468865701783912","0.14114776169639853","0.010333221137664087","0.171743520700101"
"0.03847902598386744","0.46509943923345065","0.17744135527002677","0.13724466598184665","0.010693296061162285","0.1710422174696462"
"0.04003163491956654","0.4615837652285118","0.17550649525476206","0.13905902941374437","0.010668371811267416","0.1731507033721478"
"0.038528247874042264","0.46398922286772754","0.17211417024501136","0.14086048665487919","0.009783615391092026","0.1747242569672476"
"0.039831050381987684","0.46388786053242687","0.17352673913775116","0.1394844007673409","0.010062935415474709","0.17320701376501868"
"0.03804951995957554","0.4647128179215092","0.1753747684015496","0.13708943911066196","0.009988209533434395","0.17478524507326934"
"0.04054235919520894","0.4601810106991454","0.1754929008815019","0.13611129802839647","0.011338402530112375","0.17633402866563488"
"0.039055924042961515","0.46299787885929766","0.1758358304434194","0.1374532844011986","0.010083835561092219","0.17457324669203056"
"0.03880732709273352","0.4678261162367836","0.17354704020472758","0.13771971176510203","0.010236379554178733","0.1718634251464745"
"0.03953414006092532","0.4641432586633455","0.17420940134978205","0.1395055287207365","0.009626874463537372","0.17298079674167327"
"0.04032909347869978","0.46150481189851267","0.17504542701393094","0.14099199138569218","0.010078067164681338","0.17205060905848307"
"0.041347188592951306","0.4600316115146624","0.1751076136669357","0.13799771320957763","0.010626849609900457","0.17488902340597257"
"0.039733427576109454","0.4648356641591357","0.17458474276770838","0.13676982884838693","0.010383534440685953","0.17369280220797362"
"0.03993000050480405","0.46399905769910316","0.17496508438641067","0.13885476787427015","0.010398963469013445","0.17185212606639855"
"0.04198813305767065","0.4621552115374918","0.17420536869883851","0.14021817692837812","0.01005160270956247","0.17138150706805844"
"0.03880732709273352","0.4637180954946461","0.17427099467977641","0.14004310054549127","0.010488921812916694","0.17267156037443598"
"0.03780132405707259","0.46707545103852566","0.1763724879133467","0.13798157101224667","0.009888314269831376","0.17088085170897696"
"0.04012787078320855","0.4652982249516278","0.17508202237738707","0.137679818288887","0.010263312862791285","0.17154875073609827"
"0.04034048852701702","0.465681986407375","0.17365924231209207","0.13863468138079538","0.009437453737971873","0.17224614763474866"
"0.04020996668797739","0.4628688717655372","0.17561156162724184","0.1360745650930381","0.01108718328342138","0.1741478515427841"
"0.038395473375770435","0.4663197601966926","0.17264490923175374","0.1383584251119868","0.010676636017648445","0.17360479606614798"
"0.03933681198451439","0.46199293048308365","0.17567749537114963","0.14016158895808786","0.00962800875273523","0.17320316445042921"
"0.03999730771172323","0.4671961500277642","0.17287856097191606","0.13755910414107592","0.009423008968685321","0.17294586817883525"
"0.038480321988514844","0.4644920092285411","0.17273201865916707","0.13915225408800794","0.010794698640979438","0.1743486973947896"
"0.03943714127013516","0.46508222383060377","0.17370520610661325","0.13800474659574827","0.010469441685883086","0.17330124051101647"
"0.04006259254273792","0.46252860411899316","0.17665567371113206","0.13802328711805087","0.010230179028132993","0.17249966348095302"
"0.0401763181802887","0.4605134762273293","0.17357582691207646","0.14031427706181232","0.01033009186042599","0.17509000975806724"
"0.04050394442482044","0.4632722746463474","0.17424433567139325","0.13887066659938438","0.010496038754604633","0.1726127399034499"
"0.038395473375770435","0.4681890135057762","0.1743962817015257","0.1370112155198545","0.010272473140008757","0.17173554275706443"
"0.03989701824056001","0.46612707814498217","0.17331897422090597","0.1383691189338359","0.01026452177424783","0.17202328868546812"
"0.03818298187697905","0.4629286532372162","0.17472882840396145","0.13897123223068114","0.010072087852859934","0.17511621639830224"
"0.04002894063804011","0.4637400726881141","0.17514133799973078","0.1381242428321443","0.010768609503297886","0.17219679633867277"
"0.039439132776730404","0.4624966334500404","0.17633988688392135","0.13831470509022353","0.011008618367896579","0.1724010234311877"
"0.04004711425206125","0.4607773851590106","0.17501261988894498","0.14176341914857815","0.010567053676594313","0.1718324078748107"
"0.04040641927127141","0.4607711200080746","0.1754197086431383","0.13933654072603707","0.011052047236147092","0.17301416411533155"
"0.03821216254904933","0.4659054547904141","0.17437141076811669","0.13947691944963708","0.0104750837838293","0.1715589686589535"
"0.04039299473427432","0.46361938729160007","0.17277636648104844","0.1398024932285796","0.010329570498477481","0.17307918776602008"
"0.039747580984434164","0.45916701724863274","0.17637358014303745","0.13913336137989063","0.010349179638199412","0.17522928060580564"
"0.03897372009629792","0.46308860418525566","0.1759962288927423","0.13884072122426303","0.010303203757639018","0.1727975218438021"
"0.03942163645238937","0.4634482990792641","0.17674089784376104","0.13683111986399368","0.009863825346327997","0.17369422141426383"
"0.038859144021281614","0.4652321783345119","0.17464727076809106","0.13858302185405932","0.010640805468565849","0.17203757955349025"
"0.03963378717245326","0.46693818475571786","0.17390060418384692","0.1379861660411653","0.009744357865329272","0.1717968999814874"
"0.03958729570969317","0.4624577112753101","0.1760557453755912","0.13794960698836956","0.010805715920758083","0.1731439247302779"
"0.039403477470502095","0.4611940549729848","0.17574186598441366","0.13749978960125228","0.010671424483681474","0.17548938748716567"
"0.03960212737309816","0.4642352228355998","0.17476773932947354","0.13875050491450114","0.01073784839100579","0.17190655715632153"
"0.04159591102442961","0.4644316290330716","0.17299124031138086","0.1371790776266456","0.009869361265699346","0.17393278073877297"
"0.03791924262587807","0.4632515203072621","0.1762208783248825","0.13877330997422638","0.010343143035223962","0.17349190573252699"
"0.04100442336478463","0.4643187513665338","0.17348672149620734","0.1390416603595876","0.010057688749852835","0.17209075466303378"
"0.04119793505860196","0.46528443390674135","0.175704989154013","0.13758428761203317","0.010307891506499184","0.16992046276211134"
"0.03897240787192135","0.46635578525614046","0.17361660578104746","0.13716940792242555","0.010622716789279642","0.17326307637918553"
"0.03818426814889675","0.4677783392285666","0.174414687552636","0.13801583291224523","0.009971366009769243","0.17163550614788614"
"0.040621688449311195","0.464382432591546","0.17533767304166456","0.13797917612824007","0.009722292307951085","0.17195673748128712"
